leg_no,anzahl_personal,person_1_name,person_1_att1,person_1_att2,person_1_att3,person_1_ca,person_1_cp,person_2_name,person_2_att1,person_2_att2,person_2_att3,person_2_ca,person_2_cp,person_3_name,person_3_att1,person_3_att2,person_3_att3,person_3_ca,person_3_cp,person_4_name,person_4_att1,person_4_att2,person_4_att3,person_4_ca,person_4_cp,person_5_name,person_5_att1,person_5_att2,person_5_att3,person_5_ca,person_5_cp,person_6_name,person_6_att1,person_6_att2,person_6_att3,person_6_ca,person_6_cp,person_7_name,person_7_att1,person_7_att2,person_7_att3,person_7_ca,person_7_cp,person_8_name,person_8_att1,person_8_att2,person_8_att3,person_8_ca,person_8_cp,person_9_name,person_9_att1,person_9_att2,person_9_att3,person_9_ca,person_9_cp,crew_group_A,crew_group_B,crew_group_B2,crew_group_C,crew_group_Start,change_person_1,change_person_2,change_person_3,change_person_4,change_person_5,change_person_6,change_person_7,change_person_8,change_person_9
272034293,4,Caroline Mills,76,57,55,1,0,Jeffrey Myers,76,57,55,1,0,Christopher Scott,nan,nan,nan,0,1,Jeffrey Roberts,76,57,55,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,ca,cp,,,,,,
271958616,6,Jacob Jones,57,62,60,0,1,Anita Wilson,57,62,60,1,0,Carrie Hubbard,57,62,60,0,1,Diane Bond,57,62,60,1,0,Mr. Antonio Beck DDS,57,62,60,1,0,Christian West,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,cp,ca,cp,ca,ca,,,,
272190539,6,Jeremy Reynolds,49,72,65,0,1,Ashley Walker,49,72,65,1,0,Tony Pope,49,72,65,1,0,Katherine Davis,49,72,65,0,1,Joyce Potter,49,72,65,1,0,Matthew Morris,49,72,65,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272018764,6,Charles Martin,50,48,55,1,0,Maria Wood,50,48,55,0,1,Kevin Garcia,50,48,55,1,0,Amber Duarte,50,48,55,0,1,Steven Blair,50,48,55,1,0,Jordan Dean,50,48,55,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
271999287,5,Robert Horn,42,86,80,0,1,William Turner,42,86,80,1,0,Frances Montoya,42,86,80,1,0,Sara Perez,42,86,80,0,1,Lisa Rangel,42,86,80,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271981268,6,Kayla Coleman,45,78,80,1,0,Brian Gibson,45,78,80,1,0,Kent Jacobs,45,78,80,1,0,Jeanne Collins,45,78,80,0,1,Benjamin Davis,45,78,80,1,0,Sean Frye,45,78,80,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272020974,6,Julia Leonard,nan,nan,nan,1,0,Jose Trujillo,7,93,90,1,0,Charles Patterson,7,93,90,1,0,Shannon Schmidt,7,93,90,0,1,Jill Conner,7,93,90,0,1,Dr. Robert White,7,93,90,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,True,False,False,ca,ca,cp,cp,ca,,,,
272018344,6,Andrew Watson,30,119,110,0,1,Haley Ferguson,nan,nan,nan,1,0,Megan Mata,nan,nan,nan,1,0,Alexander Singh,nan,nan,nan,1,0,Zachary Clark MD,nan,nan,nan,1,0,Christine Lane,30,119,110,0,1,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,cp,,,,,,,
272023549,8,Stacy Smith,nan,nan,nan,1,0,Alejandra Morrow,nan,nan,nan,1,0,Lauren Nguyen,nan,nan,nan,1,0,Jeffrey Lloyd,nan,nan,nan,1,0,Sandy English,nan,nan,nan,0,1,Joseph Ayala,nan,nan,nan,1,0,Paul Bryant,nan,nan,nan,1,0,Amy Abbott,nan,nan,nan,0,1,,,,,0,0,False,False,False,False,True,,,,,,,,,
271965521,5,Latoya Rasmussen,59,77,85,1,0,Jennifer Garcia,59,77,85,0,1,Larry Foster,59,77,85,0,1,Amanda Ramirez,59,77,85,1,0,Teresa Garner,59,77,85,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272022234,6,Christine Romero,nan,nan,nan,1,0,Brent Clark,nan,nan,nan,0,1,Cynthia Fernandez,nan,nan,nan,1,0,Sherri Berg,73,53,60,1,0,Cory Alvarez,nan,nan,nan,0,1,Theresa Hicks,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,ca,,,,,,,,
272184769,6,Mary Wheeler,54,88,85,1,0,Zachary Coleman,54,88,85,1,0,Sharon Herman,54,88,85,1,0,Angela Howard,54,88,85,0,1,Sylvia Floyd,54,88,85,1,0,Bradley Hardy,54,88,85,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272026024,6,Laurie Young,nan,nan,nan,0,1,Frank Chaney,nan,nan,nan,0,1,Jimmy Marsh,nan,nan,nan,1,0,Michael Simon,nan,nan,nan,1,0,Nancy Winters,nan,nan,nan,1,0,Amanda Alexander,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271989510,5,Julie Greer,nan,nan,nan,0,1,Anthony Hull,nan,nan,nan,1,0,Gary Buchanan,nan,nan,nan,1,0,Darryl Medina,nan,nan,nan,0,1,Michael Thomas,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272023969,6,Marcus Figueroa,71,49,65,0,1,Marc Hernandez,nan,nan,nan,1,0,Timothy Hampton,71,49,65,1,0,Jessica Serrano,71,49,65,0,1,Jamie Jackson,nan,nan,nan,1,0,Connie Wilson,71,49,65,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,ca,cp,ca,,,,,
272020129,6,Leslie Vargas,43,103,100,1,0,Julia Holloway,43,103,100,0,1,Melanie Thompson,43,103,100,1,0,Joseph Myers,43,103,100,0,1,Connie Le,43,103,100,1,0,Raven Evans,43,103,100,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272007019,5,Brooke Robertson,nan,nan,nan,0,1,Jennifer Olson,nan,nan,nan,1,0,Teresa Harvey,nan,nan,nan,1,0,Linda Davidson,nan,nan,nan,0,1,Nicole Flores,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272026444,7,Kaitlyn Boyer,nan,nan,nan,1,0,Wesley Foster,nan,nan,nan,1,0,Sherri Wolf,nan,nan,nan,1,0,Susan Brooks,nan,nan,nan,1,0,Seth Lyons,nan,nan,nan,1,0,Christopher Lopez,nan,nan,nan,0,1,Kelly Shepard,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271972180,5,Grant Perkins,77,40,40,0,1,Tyler Ward DDS,77,40,40,1,0,Hunter Harper,77,40,40,1,0,Carla Zimmerman,77,40,40,1,0,Kathy Avila,77,40,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272189433,4,Matthew Ramirez PhD,83,35,35,0,1,Julie Salazar,83,35,35,1,0,Eric Hoffman,83,35,35,0,1,James Cordova,83,35,35,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271964819,5,Michael Wilkins,55,62,70,1,0,Dale Garcia,55,62,70,1,0,James Le,55,62,70,0,1,Donald Cruz,55,62,70,0,1,Sarah Rivera,55,62,70,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
271990080,5,Tiffany Davenport,74,48,40,0,1,Adriana Baird,74,48,40,1,0,Cassandra Lewis,74,48,40,1,0,Bryan Murphy,74,48,40,0,1,Melinda Lyons,74,48,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272188613,5,Brandon Livingston,88,34,45,1,0,Rebecca Small,88,34,45,0,1,Sandra Bolton,88,34,45,0,1,Jason Chaney,88,34,45,1,0,Amy Gomez,88,34,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272185019,6,James Taylor,62,103,125,0,1,Wayne Butler,62,103,125,1,0,Robert Edwards,62,103,125,1,0,Laurie Griffith,62,103,125,1,0,Matthew Flores,62,103,125,1,0,Craig Hamilton,62,103,125,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272229083,4,Dr. Jason Warren,31,180,175,0,1,Kelly Grant,nan,nan,nan,0,1,Susan Kent,nan,nan,nan,1,0,Deanna Gonzales,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,,,,,,,,
271995854,4,Matthew Young,85,22,40,0,1,John Richards,85,22,40,0,1,Donald Deleon,85,22,40,1,0,Cody Delgado,85,22,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272203841,5,Leah Crawford DDS,48,130,135,0,1,Michelle Luna,48,130,135,1,0,Oscar Brown,48,130,135,0,1,Kristi Smith,48,130,135,1,0,Brandon Johnson,48,130,135,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271959666,6,Corey Stewart,66,87,70,0,1,Jennifer Welch,66,87,70,1,0,Nicole Elliott,66,87,70,1,0,Jimmy Lewis,66,87,70,1,0,Michael Rodriguez,66,87,70,1,0,Benjamin Mckenzie,66,87,70,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271990828,5,Emily Tucker,81,48,45,1,0,Robert Olson,81,48,45,1,0,Michael Washington,81,48,45,1,0,Jacqueline Castro,81,48,45,0,1,Maurice Phelps,81,48,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272193790,6,Jennifer Sexton,79,40,45,1,0,Andre Murray,79,40,45,0,1,Joshua Sanders,79,40,45,1,0,Stacy Winters,79,40,45,0,1,Samuel Palmer,79,40,45,1,0,Debra Williams,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,cp,ca,cp,ca,,,,
271992990,5,Melanie Black,90,33,40,1,0,Sarah Harris,90,33,40,1,0,Jennifer Allen,90,33,40,0,1,Patricia Moore,90,33,40,0,1,Emily Davis,90,33,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271996522,5,Andrew Sharp,84,48,45,1,0,Cassidy Silva,84,48,45,0,1,Stacy Stevens,84,48,45,1,0,Carol Gross,84,48,45,0,1,Anthony Velez,84,48,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271968546,6,Tyler Coleman,87,45,45,0,1,Matthew Wall,87,45,45,0,1,Aaron Allen,87,45,45,1,0,Robert Frazier,87,45,45,1,0,Tony Yoder,87,45,45,1,0,Bobby Jones,87,45,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272030054,5,Michael Alexander,92,30,30,0,1,Robert Little,92,30,30,1,0,Keith Patel,92,30,30,1,0,Tami Hays,92,30,30,1,0,Gary Nguyen,92,30,30,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272186672,6,Casey Silva,71,99,115,1,0,William Trevino,86,72,50,1,0,Joshua Dodson,nan,nan,nan,1,0,Lynn Pitts,86,72,50,1,0,William Taylor,86,72,50,0,1,David Berg,86,72,50,0,1,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,ca,ca,cp,cp,,,,,
272214290,8,Heather Moody,nan,nan,nan,0,1,Rick Clark,nan,nan,nan,0,1,Jeff Martin,nan,nan,nan,1,0,Steven Stone,nan,nan,nan,1,0,Allison Thomas,nan,nan,nan,1,0,Victoria Smith,nan,nan,nan,1,0,Gregory Barron,nan,nan,nan,1,0,Ashley Hogan,nan,nan,nan,1,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272338471,6,Kelli Goodwin,91,54,60,0,1,Thomas Frank,91,54,60,0,1,Julie Griffin,91,54,60,1,0,Patricia Watson,91,54,60,1,0,Daniel Yoder,91,54,60,1,0,Amanda Mclean,91,54,60,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272032944,4,Jacqueline Wright,nan,nan,nan,1,0,Anthony Petersen,nan,nan,nan,1,0,Danielle Huang,nan,nan,nan,0,1,Monique Hamilton,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272031330,4,Robert Mathis,102,33,35,1,0,Richard Williams,102,33,35,0,1,Alisha Smith,102,33,35,0,1,Cynthia Johnson,102,33,35,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272011516,4,Mrs. Natalie Brown DVM,nan,nan,nan,0,1,Jessica Harris,nan,nan,nan,1,0,Christopher Garcia,nan,nan,nan,0,1,Mark Gross,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272035572,4,Christopher Scott,107,47,45,0,1,Caroline Mills,107,47,45,1,0,Jeffrey Myers,107,47,45,1,0,Jeffrey Roberts,107,47,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
271957515,5,Linda Watts,97,55,45,1,0,Margaret Wyatt,97,55,45,1,0,Kimberly Fernandez,97,55,45,0,1,Glen Torres,nan,nan,nan,0,1,Laurie Hurst,97,55,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,ca,cp,ca,,,,,
272189643,4,Eric Hoffman,128,55,45,0,1,Matthew Ramirez PhD,128,55,45,0,1,Julie Salazar,128,55,45,1,0,James Cordova,128,55,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272008789,5,Stephanie Gordon,105,37,45,0,1,Bobby Adams,105,37,45,1,0,Brenda Knight,105,37,45,0,1,Hannah Bruce,105,37,45,1,0,Anthony Combs,105,37,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272213424,5,Amy Clarke,109,33,40,0,1,Jessica Giles,109,33,40,1,0,Jesse Cline,109,33,40,1,0,James Lawrence,109,33,40,1,0,Christy Carey,109,33,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272015974,6,Daniel Holloway,113,30,45,1,0,Virginia Davis,113,30,45,1,0,Larry Jimenez DDS,113,30,45,0,1,Sean Holmes,113,30,45,1,0,Keith Henson,113,30,45,0,1,Alex Flores,113,30,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272211021,6,Elizabeth Barnett,119,32,45,1,0,Charles Bradford,119,32,45,1,0,Laura Hester,119,32,45,1,0,Jennifer Wong,119,32,45,1,0,Casey Payne,119,32,45,0,1,Deanna Johnson,119,32,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272006449,6,Thomas Coleman,134,5,45,1,0,Brett Acosta,134,5,45,0,1,Taylor Thomas,134,5,45,1,0,Latasha Watts,134,5,45,1,0,Nicholas Velazquez,134,5,45,1,0,Paula Andersen,134,5,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272100541,6,Catherine Morgan,nan,nan,nan,0,1,Melissa Lopez DVM,nan,nan,nan,1,0,Paul Scott,nan,nan,nan,0,1,Jonathan Pierce,nan,nan,nan,1,0,Jason Randall,nan,nan,nan,1,0,Rita Bowman,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271972390,5,Carla Zimmerman,126,47,40,1,0,Hunter Harper,126,47,40,1,0,Tyler Ward DDS,126,47,40,1,0,Kathy Avila,126,47,40,0,1,Grant Perkins,126,47,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272211462,6,Charles Martin,118,35,45,1,0,Maria Wood,118,35,45,0,1,Kevin Garcia,118,35,45,1,0,Amber Duarte,118,35,45,0,1,Steven Blair,118,35,45,1,0,Jordan Dean,118,35,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272023132,6,Dr. Tyler Collins,nan,nan,nan,0,1,Dawn Bernard,nan,nan,nan,1,0,Cindy Jackson DVM,nan,nan,nan,0,1,Gail Alexander,nan,nan,nan,1,0,Erin Martinez,nan,nan,nan,1,0,Jennifer Kelly,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272204812,4,Matthew Harper,nan,nan,nan,0,1,Danielle Huang,149,27,30,0,1,Jennifer Strickland,nan,nan,nan,1,0,Maria Wright,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,,,,,,,,
271980090,6,Emily Lopez,101,44,45,1,0,Michael Nelson,101,44,45,0,1,Robin Miller,101,44,45,0,1,Sara Cox,101,44,45,1,0,Dr. Matthew Bush MD,101,44,45,1,0,William Douglas,101,44,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272088266,5,Rebecca Young,95,55,45,1,0,Rachel Riley,95,55,45,1,0,Tamara Rose,95,55,45,0,1,Michael Kim,95,55,45,1,0,Frederick Ramirez,95,55,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272003140,5,Thomas Brown,106,35,55,1,0,Jeanette Jones,106,35,55,1,0,Jeremy Vaughan,106,35,55,0,1,Austin Meyers,106,35,55,1,0,Christopher Maynard,106,35,55,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272211245,6,Andrew Watson,123,41,45,0,1,Haley Ferguson,123,41,45,1,0,Megan Mata,123,41,45,1,0,Alexander Singh,123,41,45,1,0,Zachary Clark MD,123,41,45,1,0,Christine Lane,123,41,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272212212,6,Julia Leonard,116,53,50,1,0,Denise Calhoun,nan,nan,nan,1,0,John Houston,nan,nan,nan,1,0,Arthur Ray,nan,nan,nan,0,1,Wayne James,nan,nan,nan,1,0,Juan Dalton,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,,,,,,,,
271987342,6,Cassie Harvey,nan,nan,nan,1,0,Vanessa Trevino,nan,nan,nan,1,0,Katrina Reyes,nan,nan,nan,1,0,Eric Anderson,nan,nan,nan,1,0,William Jensen,96,71,75,0,1,Mrs. Joann Haley,96,71,75,0,1,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,cp,,,,,,,
271968888,6,Courtney Velez,nan,nan,nan,1,0,Sarah Barker,94,47,50,1,0,Jennifer Berry,94,47,50,1,0,Phillip Dunn,94,47,50,0,1,Lisa Ortiz,94,47,50,0,1,Laura Gilmore,94,47,50,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,True,False,False,ca,ca,cp,cp,ca,,,,
271960136,6,Stephen Anderson,nan,nan,nan,1,0,Derek Allison,nan,nan,nan,1,0,Craig Hamilton,137,43,45,0,1,James Taylor,137,43,45,0,1,Brett Dawson,nan,nan,nan,1,0,Peter Watson MD,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,cp,,,,,,,
271982221,5,Sarah Cain,nan,nan,nan,0,1,Lonnie Ray,99,68,70,1,0,Sean Henry,99,68,70,1,0,Madison Gardner,99,68,70,0,1,Ryan Woods,99,68,70,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,ca,cp,ca,,,,,
271964915,5,Michael Wilkins,122,67,55,1,0,Dale Garcia,122,67,55,1,0,James Le,122,67,55,0,1,Donald Cruz,122,67,55,0,1,Sarah Rivera,122,67,55,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271980848,5,Lee Gomez,nan,nan,nan,1,0,Brian Phillips,nan,nan,nan,1,0,Jim Thompson,nan,nan,nan,0,1,Kendra Andersen,nan,nan,nan,0,1,Anthony Matthews,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271990983,5,Robert Horn,111,55,55,0,1,Jennifer Gentry,nan,nan,nan,1,0,William Turner,111,55,55,1,0,Frances Montoya,111,55,55,1,0,Sara Perez,111,55,55,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,cp,ca,ca,cp,,,,,
272025244,6,Jeanne Collins,127,42,45,0,1,Kayla Coleman,127,42,45,1,0,Sean Frye,127,42,45,0,1,Brian Gibson,127,42,45,1,0,Kent Jacobs,127,42,45,1,0,Benjamin Davis,127,42,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271962962,6,Latoya Rasmussen,133,40,55,1,0,Larry Foster,133,40,55,0,1,Amanda Ramirez,133,40,55,1,0,Teresa Garner,133,40,55,1,0,Victoria Buckley,nan,nan,nan,1,0,Jennifer Garcia,133,40,55,0,1,,,,,0,0,,,,,0,0,,,,,0,0,False,False,True,False,False,ca,cp,ca,ca,cp,,,,
272194159,6,Lee Perez,nan,nan,nan,1,0,Brian Thompson,nan,nan,nan,1,0,Danielle Jones,nan,nan,nan,1,0,Diana Galloway,nan,nan,nan,0,1,Preston Baker,nan,nan,nan,0,1,Crystal Miles,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272196036,6,Rebecca Smith,120,49,55,0,1,Mathew Andrade,nan,nan,nan,0,1,Joseph Webb,120,49,55,1,0,Jasmine Torres,120,49,55,1,0,Leslie Mckay,120,49,55,1,0,Stephanie Rowe,120,49,55,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,True,False,False,cp,ca,ca,ca,ca,,,,
271974070,5,Rebecca Small,143,54,60,0,1,Amy Gomez,143,54,60,1,0,Sandra Bolton,143,54,60,0,1,Jason Chaney,143,54,60,1,0,Brandon Livingston,143,54,60,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271994858,5,Donald Reid,nan,nan,nan,0,1,Ms. Madison Hodge MD,nan,nan,nan,1,0,William Howard,nan,nan,nan,1,0,Brian Hall,nan,nan,nan,1,0,Ann Harvey,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272012979,6,Joseph Myers,117,36,45,0,1,Raven Evans,117,36,45,1,0,Leslie Vargas,117,36,45,1,0,Melanie Thompson,117,36,45,1,0,Julia Holloway,117,36,45,0,1,Connie Le,117,36,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272030174,4,Tami Hays,146,40,40,1,0,Robert Little,146,40,40,1,0,George Baker,nan,nan,nan,0,1,Gary Nguyen,146,40,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,ca,cp,,,,,,
272019184,5,Kristopher Beasley,nan,nan,nan,0,1,Mr. Bradley Peterson DDS,nan,nan,nan,0,1,Larry Knight,nan,nan,nan,1,0,Ms. Patricia Gardner,nan,nan,nan,1,0,George Pacheco,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272012559,6,Jeremy Reynolds,104,75,60,0,1,Ashley Walker,104,75,60,1,0,Tony Pope,104,75,60,1,0,Katherine Davis,104,75,60,0,1,Joyce Potter,104,75,60,1,0,Matthew Morris,104,75,60,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
271993200,5,Melanie Black,140,49,50,1,0,Emily Davis,140,49,50,1,0,Sarah Harris,140,49,50,1,0,Jennifer Allen,140,49,50,0,1,Patricia Moore,140,49,50,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272191503,5,Jacqueline Castro,138,40,40,0,1,Emily Tucker,138,40,40,1,0,Robert Olson,138,40,40,1,0,Michael Washington,138,40,40,1,0,Maurice Phelps,138,40,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271984076,4,Catherine Russo,nan,nan,nan,0,1,Anthony Petersen,149,52,55,1,0,Jacqueline Wright,149,52,55,1,0,Monique Hamilton,149,52,55,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,ca,cp,,,,,,
272017176,4,Kyle Chapman,nan,nan,nan,0,1,Sergio Ponce,nan,nan,nan,1,0,Samantha Ball,nan,nan,nan,0,1,Eduardo Ho,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272003582,5,Madison Torres,nan,nan,nan,1,0,Timothy Williams,nan,nan,nan,1,0,Courtney Evans,nan,nan,nan,1,0,Marcus Harris,nan,nan,nan,0,1,Amanda Wheeler,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272207528,5,Mark Gross,152,33,50,1,0,Christopher Garcia,152,33,50,0,1,Jessica Harris,152,33,50,1,0,Jeremy Palmer,nan,nan,nan,0,1,Cynthia Gutierrez,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,cp,ca,,,,,,
272200405,5,Daniel Adams,nan,nan,nan,0,1,Philip Washington,nan,nan,nan,1,0,Jeremiah Peterson,nan,nan,nan,1,0,Amber Suarez,nan,nan,nan,1,0,Cody Brown,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272014943,6,Bradley Hardy,115,83,75,0,1,Sylvia Floyd,115,83,75,1,0,Zachary Coleman,115,83,75,1,0,Sharon Herman,115,83,75,1,0,Angela Howard,115,83,75,0,1,Jose Lane,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,True,False,False,cp,ca,ca,ca,cp,,,,
272201389,4,Matthew Young,145,42,65,0,1,Cynthia Johnson,150,50,55,1,0,Richard Williams,150,50,55,0,1,Robert Mathis,150,50,55,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,,,,,,,,
